id_book,title,authors,publisher,published_year,id_categories
2841,Terrorist Hunter : The Extraordinary Story of a Woman Who Went Undercover to Infiltrate the Radical Islamic Groups Operating in America,"Anonymous, none",Harper Collins,2003,23
2842,How Christian Faith Can Sustain the Life of the Mind,Richard T. Hughes,Wm. B. Eerdmans Publishing,2005,1
2843,Old Tyme Chocolate Cookbook,Claire Ptak,Hermes House,2015,6
2844,Nature Journal with John Muir,"John Muir Laws, Emilie Lygren",Heyday Books,2020,10
2845,"How to Write a Dirty Story: Reading, Writing, and Publishing Erotica",Susie Bright,Simon and Schuster,2012,20
2846,Beyond Charity: The Call to Christian Community Development,John M. Perkins,Baker Books,1993,30
2847,I'll Never Have Sex with You Again! : Tales from the Delivery Room,"Larry Bleidner, Irene Zutell",Simon and Schuster,2002,44
2848,Understanding C++ for MFC (With CD-ROM),"William Rubin, Marshall Brain",Prentice Hall Ptr,1999,13
2849,Raise the Lanterns High,Lakshmi Persaud,Ulverscroft,2004,4
2850,Insanity: My Mad Life,Charles Bronson,Kings Road Publishing,2014,40
2851,The Oxford Guide to Arthurian Literature and Legend,Alan Lupack,Oxford University Press,2007,28
2852,Baby Chronicles: My Very Own Story: from pre-natal to pre-school,Dania Lebovics,Kiddy Chronicles Pub,2007,14
2853,"Animal Tracks of Florida, Georgia & Alabama (Animal Tracks Guides)",Ian Sheldon,"Renton, WA ; Edmonton : Lone Pine",2001,15
2854,Prewrath Rapture of the Church,Marvin J. Rosenthal,Thomas Nelson Incorporated,1990,1
2855,How to be Funny,Jon Macks,Simon and Schuster,2010,55
2856,"The Organic Chemistry of Drug Design and Drug Action, Second Edition",Richard B. Silverman,Elsevier,2012,9
2857,Bear Hugs,Alex Ortner,"Hay House, Inc",2016,21
2858,Studies in the Greek New Testament (Studies in Biblical Greek),Stanley E. Porter,Peter Lang Pub Incorporated,1996,1
2859,Secrets in the House of Delgado,Gloria D. Miklowitz,Eerdmans Young Readers,2001,21
2860,Hiking the Grand Canyon's Geology (Hiking Geology),"Lon Abbott, Terri Cook",The Mountaineers Books,2004,17
2861,Army Commandos 1940-45 (Elite),"Piero Crociani, Pier Paolo Battistelli",Osprey Publishing,2013,18
2862,Imagery in Healing: Shamanism and Modern Medicine,Jeanne Achterberg,Shambhala Publications,2002,44
2863,Nature's Religion,Robert S. Corrington,Rowman & Littlefield,1997,1
2864,Object Relations Theories and Psychopathology: A Comprehensive Text,Frank Summers,Routledge,2014,8
2865,Molecular Cardiology for the Cardiologist (Developments in Cardiovascular Medicine),Bernard Swynghedauw,Springer Science & Business Media,2012,26
2866,Mel Bay Fingerpicking 12-String Guitar Method Book/CD Set,TOMMY FLINT,Mel Bay Publications,2011,2
2867,Essential GCSE Latin,John Taylor,A&C Black,2014,24
2868,Love and Justice: A Novel,Laetitia Ky,Chronicle Books,2022,40
2869,Mary: The Church at the Source,"Pope Benedict XVI, Hans Urs von Balthasar",Ignatius Press,2005,1
2870,Arab Women in the Middle Ages,Shirley Guthrie,Saqi Books,2001,18
2871,Waiting for Noel: An Advent Story,Ann Dixon,Eerdmans Publishing Company,2002,21
2872,"PRAXIS/CST School Psychology (National Teacher Examination series) (National Teacher Examination, Nt-40)","Ken Springer, Ph.D. et al.",Research & Education Assoc.,2016,3
2873,Happy Baby Colors,Roger Priddy,Priddy Books,2018,19
2874,Everybody Got Issues: A Novel,V. Anthony Rivers,Simon and Schuster,2012,4
2875,Korean Children's Favorite Stories,Kim So-Un,Tuttle Publishing,2012,21
2876,In the Saddle: Exploits of the 5th Georgia Cavalry During the Civil War,Timothy Daiss,Schiffer Pub Limited,1999,40
2877,"People in Control: Human Factors in Control Room Design (IEE Control Engineering Series, Vol. 60) (I E E Control Engineering Series)",Charles S. Wasson,John Wiley & Sons,2005,36
2878,Systems for Change in Literacy Education: A Guide to Professional Development,"Carol A. Lyons, Gay Su Pinnell",Heinemann,2001,3
2879,Artists in Residence: A Guide to the Homes and Studios of Eight 19th-Century Painters In and Around Paris Paperback with slip case,Barrie Kerper,Vintage,2011,33
2880,The Goose Is Out,Osho,Osho Media International,2012,11
2881,Quick & Easy Diabetic Menus,Lauren Owen,Random House,2014,4
2882,Useful Idiots - How Liberals Got It Wrong in the Cold War and Still Blame America,Mona Charen,Simon and Schuster,2018,30
2883,Unraveling AIDS: The Independent Science and Promising Alternative Therapies,"Mae-Wan Ho, Sam Burcher, Rhea Gala, Veljko Veljkovic",Vital Health Publishing,2005,44
2884,The Big Red Book of Spanish Vocabulary,Scott Thomas,McGraw Hill Professional,2005,24
2885,With Love and Squalor: 14 Writers Respond to the Work of J.D. Salinger,"Kip Kotzen, Thomas Beller",Crown Publishing Group (NY),2001,28
2886,A Fresh Look at Psychoanalysis: The View From Self Psychology,Arnold I. Goldberg,Routledge,2013,8
2887,Ethnic America: A History (Library Edition),Thomas Sowell,Basic Books,2008,18
2888,Real-Time Design Patterns: Robust Scalable Architecture for Real-Time Systems,Bruce Powel Douglass,Addison-Wesley Professional,2003,13
2889,100 Simple Secrets of Great Relationships : What Scientists Have Learned and How You Can Use It,"David Niven, PhD",Harper Collins,2009,14
2890,"Irish Migrants in the Canadas: A New Approach, Second edition",Bruce S. Elliott,McGill-Queen's Press - MQUP,2004,18
2891,"Cooking with Coconut Flour: A Delicious Low-Carb, Gluten-Free Alternative to Wheat","Bruce Fife, ND","Piccadilly Books, Ltd.",2017,6
2892,1 Corinthians (LifeChange),The Navigators,NavPress,2018,1
2893,Dark Christ: The Final Measure,David Spirit,Outskirts Press,2005,25
2894,Term Indexing (Lecture Notes in Computer Science),Peter Graf,Springer Science & Business Media,1995,13
2895,The Deeper Dimension of Yoga: Theory and Practice,"Georg Feuerstein, Ph.D.",Shambhala Publications,2003,44
2896,RDS: The Radio Data System (Artech House Telecommunications),"Dietmar Kopitz, Bev Marks",Artech House Telecommunication,1999,36
2897,The New Testament and the Law: A New Testament Study on the Validity of Jewish Law,Michael W. Marks,Joy Publishing (CA),1999,1
2898,Aid and Reform in Africa,"Shantayanan Devarajan, David Dollar, Torgny Holmgren",World Bank Publications,2001,5
2899,Barn: Preservation & Adaptation The Evolution of a Vernacular Icon,"Alexander Greenwood, Elric Endersby, David Larkin",Rizzoli Publications,2014,59
2900,"Computational Grids: Generations, Adaptation & Solution Strategies (Series in Computational and Physical Processes in Mechanics and Thermal Sciences)",Graham F. Carey,CRC Press,1997,22
2901,Faerie Wars (Faerie Wars Chronicles),Herbie Brennan,A&C Black,2011,21
2902,"Women without Class: Girls, Race, and Identity",Julie Bettie,Univ of California Press,2014,31
2903,"How to Make $100,000+ Your First Year as a Real Estate Agent",Darryl Davis,McGraw Hill Professional,2007,5
2904,"Stedman's Medical Dictionary, 28th Edition MOBILE: Powered by Skyscape, Inc.","Philip O. Anderson, Susan M. McGuinness, Philip E. Bourne",CRC Press,2009,13
2905,Algebra (Graduate Texts in Mathematics),Thomas W. Hungerford,Springer Science & Business Media,2003,22
2906,"Defending the West: The Truman-Churchill Correspondence, 1945-1960 (Contributions to the Study of World History)","Harry S. Truman, Winston Churchill",Greenwood Publishing Group,2004,18
2907,Open an Online Business in 10 Days,Melissa Campanelli,Entrepreneur Press,2007,5
2908,Theories of Programming Languages,John C. Reynolds,Cambridge University Press,1998,13
2909,Fighting to Learn: Popular Education and Guerilla War in El Salvador,John L. Hammond,Rutgers University Press,1998,31
2910,Sistergirls.com,"Earl Sewell, William Fredrick Cooper, Michael Pressley, Rique Johnson, Destin Soul, V. Anthony Rivers",Simon and Schuster,2007,4
2911,Wise Moves in Hard Times: Creating & Managing Resilient Colleges & Universities,"David W. Leslie, E. K. Fretwell, Jr.",Jossey-Bass,1996,3
2912,PRAXIS/CST Special Education (National Teacher Examination series) (Nt-41),Pope Francis ,Orbis Books,2020,1
2913,Japan Style: Architecture Interiors Design,"Geeta Mehta, Kimie Tada",Tuttle Publishing,2019,72
2914,"2012: You Have A Choice!: Archangelic Answers And Practices For The Quantum Leap (Self-Ascension Series, Volume 2)","Sri Ram Kaa, Kira Raa",Tosa Pub,2007,25
2915,The Eighth Method (A Dr. Stanley Highstreet Mystery),Brian Bain,Writers Club Press,2000,4
2916,The Twin in The Transference,Vivienne Lewin,Routledge,2018,8
2917,The Machiavellian Manager's Handbook for Success,Lynn F. Gunlicks,iUniverse,2000,5
2918,"Holy Spirit, My Senior Partner: Understanding the Holy Spirit and His gifts","Paul Y. Cho, Yong-gi Cho",Charisma Media,1989,1
2919,Best Damn Garage in Town: The World According to Smokey,Henry Yunick,Carbon Press,2003,40
2920,Convair B-36 Peacemaker: A Photo Chronicle (Schiffer Military History),Meyers K. Jacobsen,Schiffer Pub Limited,1999,18
2921,Golden Rules of Parenting: For Children & Parents of All Ages (Capital Ideas),Wayne D. Dosick,Harper Collins,1996,14
2922,Historia del cerco de Lisboa (Spanish Edition),José Saramago,HMH,1998,4
2923,"Sally Jean, the Bicycle Queen",Cari Best,Farrar Straus & Giroux,2006,21
2924,Philosophers Explore The Matrix,Christopher Grau,"Oxford University Press, USA",2005,46
2925,"Walk for Your Life! Restoring Neighborhood Walkways to Enhance Community Life, Improve Street Safety and Reduce Obesity",Marie Demers,Vital Health Publishing,2006,44
2926,"U.S. Television News and Cold War Propaganda, 1947-1960 (Cambridge Studies in the History of Mass Communication)",Nancy Bernhard,Cambridge University Press,2003,31
2927,Our Little Secret,"Kevin Flynn, Rebecca Lavoie",Berkley,2010,23
2928,The Windows NT and Windows 2000 Answer Book: A Complete Resource from the Desktop to the Enterprise,John Savill,Addison-Wesley,1999,13
2929,It Could Still Be a Worm (Rookie Read-About Science),Allan Fowler,Childrens Press,1996,19
2930,Hoodwinked: How Intellectual Hucksters Have Hijacked American Culture,BusinessNews Publishing,Primento,2017,31
2931,Colossians and Philemon (Crossway Classic Commentaries),J. B. Lightfoot,Crossway,1997,1
2932,My Diet Starts Tomorrow: A Novel,Laurel Handfield,Simon and Schuster,2012,4
2933,"Middle Passages: African American Journeys to Africa, 1787-2005",James T. Campbell,Penguin,2007,18
2934,Writing History and Making Policy,Richard A. Melanson,University Press of Amer,1983,18
2935,Let's Talk About S-E-X: A Guide for Kids 9 to 12 and Their Parents,"Sam Gitchel, Lorri Foster",Book Peddlers,2005,19
2936,Grant's Lieutenants: From Cairo to Vicksburg (Modern War Studies) (v. 1),"Steven E. Woodworth, Steven E.. Woodworth",Modern War Studies (Hardcover),2001,40
2937,Chakras (Thorsons Way of),Caroline Shola Arewa,HarperCollins UK,2012,25
2938,Beowulf: A Dual-Language Edition,Howell D. Chickering,Anchor,2006,29
2939,Titus Andronicus (Oxford Shakespeare),William Shakespeare,Oxford Paperbacks,2008,58
2940,"T'ai Chi: The ""Supreme Ultimate"" Exercise for Health, Sport, and Self-Defense","Cheng Man-Ching, Robert W. Smith",Tuttle Publishing,2011,17
2941,The Alianthrope,Richard Gangelhoff,Outskirts Press,2005,4
2942,Disney's Dance-Along,Andrea Posner-Sanchez,Disney Books for Young Readers,2010,21
2943,Ouija: The Most Dangerous Game,Stoker Hunt,Harper Collins,1992,25
2944,"Hablemos acerca del S-E-X-O: Let's Talk About S-E-X, Spanish-Language Edition (Spanish Edition)","Carol Cassell, Pamela M. Wilson",Routledge,2017,3
2945,"21st Century Complete Guide to Earthquakes and Volcanoes: United States Earthquakes and Faults, Worldwide Earthquakes and Volcanoes, Plate Tectonics, ... Survey Documents (Three CD-ROM Superset)",MD Sarder,Elsevier,2020,60
2946,Living Issues in Ethics,"Richard T. Nolan, Frank G. Kirkpatrick",Authors Choice Press,2000,11
2947,Dresses: For Your Wedding (For Your Wedding Series),Rachel Hauck,Thomas Nelson,2012,4
2948,"The Historic Restaurants of Paris: A Guide to Century-Old Cafes, Bistros, and Gourmet Food Shops",Ellen Williams,New York Review of Books,2001,33
2949,Just the Facts in Pediatrics,"Thomas Green, Wayne Franklin, Robert Tanz",McGraw Hill Professional,2004,26
2950,"""Landing Ship, Tank (LST) 1942-2002"" (New Vanguard)",Gordon L. Rottman,Bloomsbury Publishing,2012,18
2951,CNN's Tailwind Tale: Inside Vietnam's Last Great Myth,Jerry Lembcke,Rowman & Littlefield,2003,18
2952,"Ruminations of a Wayfarer: Parts I and II (Pt. I, Pt. II)",Shivan Mahendrarajah,Cambridge University Press,2021,18
2953,Humble Boy: A Play,Charlotte Jones,"Farrar, Straus and Giroux",2015,58
2954,Celtic Designs CD-ROM and Book (Dover Electronic Clip Art),"Dover Publications, Inc, Dover",Courier Corporation,1997,18
2955,Managing Turbulent Hearts: A Balinese Formula for Living,Unni Wikan,University of Chicago Press,1990,31
2956,Principles of Object-Oriented Modeling and Simulation with Modelica 2.1,Peter Fritzson,John Wiley & Sons,2004,13
2957,Firewall: The Iran-Contra Conspiracy and Cover-up,Lawrence E. Walsh,W. W. Norton & Company,1998,18
2958,Nettie,Judy Adams Brown,LifeRich Publishing,2018,4
2959,Higher Wisdom: Eminent Elders Explore the Continuing Impact of Psychedelics (Suny Series in Transpersonal and Humanistic Psychology.),"Roger Walsh, Charles S. Grob",SUNY Press,2005,31
2960,Christ the Tiger,Thomas Howard,Ignatius Press,2014,1
2961,Medicine and Magic,Robert Buckman,Prometheus Books,1993,44
2962,Forming Storming Norming Performing: Successful Communication in Groups And Teams,Donald Egolf and Sondra Chester,iUniverse,2013,31
2963,Paulinus Noster: Self and Symbols in the Letters of Paulinus of Nola (Oxford Early Christian Studies),Catherine Conybeare,Oxford University Press on Demand,2000,40
2964,"Holding Hands, Holding Hearts: Recovering a Biblical View of Christian Dating","Richard D. Phillips, Sharon L. Phillips",Presbyterian & Reformed Publishing Company,2006,14
2965,Buried Alive,Jan Bondeson,W. W. Norton & Company,2002,26
2966,Humphry Clinker (Norton Critical Editions),Tobias Smollett,W. W. Norton,2015,29
2967,Brilliant Idiot: An Autobiography of a Dyslexic,"Abraham Schmitt, Mary Lou Hartzler Clemens","Intercourse, Pa. : Good Books",1992,40
2968,Baltimore Streetcars: The Postwar Years,Herbert H. Harwood Jr.,JHU Press,2003,18
2969,Does My Nakedness Offend You?,Cassandra Wilson,Ceshore Publishing Company,2000,45
2970,Secret Choices,Dr. Henry Cloud,Simon and Schuster,2014,1
2971,Electing Justice: Fixing the Supreme Court Nomination Process,Richard Davis,Oxford University Press on Demand,2005,60
2972,"Sharpe's Prey: Richard Sharpe & the Expedition to Denmark, 1807",Bernard Cornwell,Harper Collins,2009,4
2973,"Daddyisms: Lessons from my Father, Lessons for my Children",Robert Carey,iUniverse,2000,14
2974,"Death by Powerpoint: How to Avoid Killing You Presentation and Sucking the Life Out of Your Audience, Your Effective Tip-Kit for the Effective Use of Powerpoint","Michael R. Gunderson, Jeffrey T Lindsey",Jones & Bartlett Learning,2020,36
2975,Traumatic Aphasia (Janua Linguarum. Series Maior),Alexander R. Luria,Walter de Gruyter,1970,38
2976,Jasminium: A Novel,Jonathan Luckett,Simon and Schuster,2012,4
2977,Car: A Drama of the American Workplace,Mary Walton,W. W. Norton & Company,1997,5
2978,The Velvet Lounge: On Late Chicago Jazz,Gerald Majer,Columbia University Press,2005,40
2979,Orson Scott Card/David Lubar Starscape Boxed Set: Contains Card's 'Ender's Game' and 'Ender's Shadow' and Lubar's Flip and Hidden Talents,"Orson Scott Card, David Lubar",Starscape,2005,21
2980,"North American Wildlife Patterns for the Scroll Saw: 61 Captivating Designs for Moose, Bear, Eagles, Deer, and More",Lora S. Irish,Fox Chapel Publishing Company Incorporated,2002,52
2981,Two-Sided Matching: A Study in Game-Theoretic Modeling and Analysis (Econometric Society Monographs),"Alvin E. Roth, Marilda A. Oliveira Sotomayor",Cambridge University Press,1992,5
2982,The Complete Pyrography,Stephen Poole,Guild of Master Craftsman Publications Limited,2015,52
2983,Jewish Roots,Daniel Juster,Destiny Image Messianic,2013,1
2984,THE GREEK SUMMER: A Novel,Mandy Baggot,Bonnier Zaffre Ltd.,2022,4
2985,Architecture Tours L.a. Guidebook: Silver Lake,Laura Massino Smith,Schiffer Pub Limited,2004,59
2986,Another Man's Wife: A Novel,Shonda Cheekes,Simon and Schuster,2007,4
2987,Cribbage Boards 1863-1998,Bette L. Bemis,Schiffer Book for Collectors,1999,67
2988,Person (Cambridge Textbooks in Linguistics),"Anna Siewierska, Siewierska, Siewierska Anna",Cambridge University Press,2004,38
2989,The Five Points,Tyler Anbinder,Simon and Schuster,2012,18
2990,The Last Things: An Eschatology for Laymen,George Eldon Ladd,Wm. B. Eerdmans Publishing,1978,1
2991,"Lab Manual: Linux+ Guide to Linux Certification, 2nd",Ed Sawicki,Course Technology Ptr,2005,13
2992,God's Word for Today: Proverbs God's Gift of Wisdom,Concordia Publishing House,Concordia Publishing House,1995,1
2993,Hubert Waelrant: Liber Sextus Sacrarum Cantionum (Recent Researches in the Music of the Renaissance),James Haar,Boydell & Brewer Ltd,2014,29
2994,"Instant Korean: How to express 1,000 different ideas with just 100 key words and phrases! (Instant Phrasebook Series)",Boye Lafayette De Mente,Tuttle Publishing,2016,24
2995,Armies of Ivan the Terrible: Russian Troops 1505-1700 (Men-at-Arms),"David Nicolle, Viacheslav Shpakovsky",Osprey Publishing,2006,18
2996,Tiger on the Brink: Jiang Zemin and China's New Elite,Bruce Gilley,Berkeley : University of California Press,1998,40
2997,Getting Started in Retirement Planning,Matthew Krantz,John Wiley & Sons,2020,5
2998,Leading Up: Transformational Leadership for Fundraisers (The AFP/Wiley Fund Development Series),Lilya Wagner,John Wiley & Sons,2005,5
2999,Evidence-Based Practice Manual: Research and Outcome Measures in Health and Human Services,Albert R. Roberts,Oxford University Press,2004,30
3000,Hooker: Of the Laws of Ecclesiastical Polity (Cambridge Texts in the History of Political Thought),Richard Hooker,Cambridge University Press,1989,18
3001,"Martinis & Mayhem: A Murder, She Wrote Mystery",Sally Ann Berk,Black Dog & Leventhal,2007,6
3002,The Abuse of Beauty: Aesthetics and the Concept of Art (The Paul Carus Lectures Series 21),Arthur C. Danto,Open Court Publishing,2003,10
3003,Planets in Love: Exploring Your Emotional and Sexual Needs,"John Townley, Amy Shapiro-Kaznocha",Schiffer Pub Limited,1978,25
3004,God's Strategy in Human History,"Paul Marston, Roger Forster",Wipf and Stock Publishers,2001,1
3005,Diccionario manual de la lengua espanola: Abreviado (Diccionarios Vosgos series),"Ediciones Norte, Edimat Libros",Ediciones Norte Incorporated,2005,24
3006,Gunstock Carving: A Step-By-Step Guide to Engraving Rifles and Shotguns,Bill Janney,Fox Chapel Publishing Company Incorporated,2002,52
3007,It's Not Your Fault: How Healing Relationships Change Your Brain and Can Help You Overcome a Painful Past,Patricia Romano McGraw,Baha'i Publishing Trust,2004,14
3008,The NetWare Toolbox: 100 Tips and Tricks for Your NetWare Environment,Rob Bastiaansen,Books4Brains,2005,13
3009,Real Teens: A Contemporary Snapshot of Youth Culture,George Barna,Gospel Light Publications,2001,1
3010,"The Catholic Crusade Against the Movies, 1940-1975","Gregory D Black, Gregory D. Black",Cambridge University Press,1998,46
3011,The Mind Brain Relationship (International Journal of Psychoanalysis Key Paper Series),Regina Pally,"Other Press, LLC",2000,8
3012,The Step Child: A True Story,"Donna Ford, Linda Watson-Brown",Random House,2007,40
3013,On Creativity,Lee Nichol,Routledge,2003,11
3014,Eat No Evil,Roy Masters,FHU Bookstore,1987,44
3015,Strategic Flexibility: Managing in a Turbulent Environment,"Gary Hamel, C. K. Prahalad, Howard Thomas, Donald E. ONeal",Wiley,1999,5
3016,"Race, Crime, and the Law",Randall Kennedy,Vintage,2012,31
3017,Single Mother (Severn House Large Print),Julie Ellis,Severn House Pub Limited,2001,4
3018,The Mormon Hierarchy: Origins of Power,D. Michael Quinn,Mormon Hierarchy,1997,1
3019,Catching a Wave: Reclaiming Feminism for the 21st Century,"Rory Dicker, Alison Piepmeier",Northeastern University Press,2016,31
3020,PetSpeak: Share Your Pet's Secret Language!,The Editors of Pets: Part of the Family,Rodale Books,2000,48
3021,Searching for Meaning in the Holocaust (Contributions to the Study of Religion),Dow Marmur,Greenwood Publishing Group,1991,1
3022,God Speaks Again: An Introduction to the Baha'i Faith,Kenneth E. Bowers,Baha'i Publishing Trust,2004,1
3023,Clearing the Way: Working with Teenage Writers,Tom Romano,Boynton/Cook,1987,38
3024,"Marine Life Patterns for the Scroll Saw: 57 Original Designs for Dolphins, Seahorses, Whales, Sportfish, and More",Terrain,Fox Chapel Publishing Company Incorporated,2002,52
3025,10 Wire and Canvas Decoy Patterns for Carvers,Al Streetman,Schiffer Pub Limited,1999,52
3026,The Biology of Human Survival: Life and Death in Extreme Environments,Claude A. Piantadosi,"Oxford University Press, USA",2003,26
3027,Pastoral Care for Post-Traumatic Stress Disorder: Healing the Shattered Soul,"Dalene C. Fuller Rogers, Harold G Koenig",Routledge,2013,14
3028,Ballad of a Ghetto Poet: A Novel,A.J. White,Simon and Schuster,2012,4
3029,Celluloid Indians: Native Americans and Film,Jacquelyn Kilpatrick,U of Nebraska Press,1999,46
3030,Pros and Cons: A Debater's Handbook,"Trevor Sather, Debbie Newman, Ben Woolgar",Taylor & Francis,2013,24
3031,Owl Babies,Martin Waddell,Candlewick Press (MA),2019,21
3032,The Gospel Truth: The Heresy Of History,Alexander S. Holub,Amer West Pub & Dist,2004,1
3033,Survival Korean: How to Communicate without Fuss or Fear - Instantly! (Survival Series),Boye Lafayette De Mente,Tuttle Publishing,2016,24
3034,Drinking The Water While Thinking Of Its Source,Jingshan Wang,Xlibris Corporation,2004,18
3035,"Rob's Guide to Using VMWare: Covers Workstation, ACE, GSX and ESX Server, 2nd Edition",Rob Bastiaansen,Books4Brains,2005,13
3036,South Beach Architectural Photographs: Art Deco to Contemporary,Paul Clemence,Schiffer Pub Limited,2004,59
3037,Loan Financing Guide for Small Business Owners,Charles H Green,Simon and Schuster,2010,5
3038,Ireland's Eye: Travels,Mark Anthony Jarman,House of Anansi,2005,40
3039,La magia y tu (Spanish Edition),Migene González-Wippler,Llewellyn Worldwide,1988,25
3040,Understanding Sexuality: The Mystery of Our Lost Identities,"Roy Masters, Dorothy Baker",FHU Bookstore,1988,8
3041,And Grace Will Lead Me Home,Katherine Valentine,Image,2007,4
3042,The First Darwinian Left: Socialism and Darwinism 1859-1914,David Stack,New Clarion Press,2003,18
3043,Final Portrait,James Lord,Macmillan,1980,10
3044,Vodka,Victorino Matus,Lyons Press,2014,6
3045,Film and the Anarchist Imagination,"Richard Porton, Professor Richard Porton",Verso,1999,46
3046,OUTPOST FIREWALL PRO 2.1 MAKES SECURITY EVEN EASIER.: An article from: GUI Program News,Lance Spitzner,Addison-Wesley Professional,2003,13
3047,Tolkien the Medievalist (Routledge Research in Medieval Religion and Culture),Jane Chance,Routledge,2003,18
3048,"Motor Vehicle Collision Injuries: Biomechanics, Diagnosis, and Management (Second Edition)",Larry S. Nordhoff,Jones & Bartlett Learning,2005,26
3049,Homer's Daughter,Robert Graves,Carcanet Press,2001,4
3050,In the Line of Fire: Trauma in the Emergency Services,"Cheryl Regehr, Ted Bober",Oxford University Press,2005,31
3051,Green Living: The E Magazine Handbook for Living Lightly on the Earth,E Magazine,Penguin,2005,32
3052,Poetry Comics: An Animated Anthology,Dave Morice,Teachers & Writers Collaborative,2002,10
3053,"2002 World Factbook by the U.S. Central Intelligence Agency, with the 2002 and 2001 CIA World Factbooks, and Chiefs of State Worldwide",Colin Mason,Routledge,2013,30
3054,Information and Legislative Organization (Michigan Studies in Political Analysis),Keith Krehbiel,University of Michigan Press,2010,30
3055,Java Programming: From the Beginning,Kim N. King,W W Norton & Company Incorporated,2000,13
3056,The Betta Handbook (Barron's Pet Handbooks),Robert J. Goldstein,Barrons Educational Series Incorporated,2004,46
3057,Los Lonely Boys (Guitar Recorded Version),Lonely Boys (1996- ),Hal Leonard Corporation,2004,2
3058,Generous Betrayal: Politics of Culture in the New Europe,Unni Wikan,University of Chicago Press,2002,30
3059,101 Healing Stories for Kids and Teens: Using Metaphors in Therapy,George W. Burns,John Wiley & Sons,2012,8
3060,Us Book Distributors Directory Vol 1,"IBP, Inc.",Lulu.com,2009,5
3061,Co-verification of Hardware and Software for ARM SoC Design (Embedded Technology),Jason Andrews,Elsevier,2004,36
3062,Civil Interviewing and Investigation for Paralegals,Ann M. Dobmeyer,Aspen Publishers,1998,60
3063,Worldproofing Your Kids: Helping Moms Prepare Their Kids to Navigate Today's Turbulent Times,Lael F. Arrington,Crossway,1997,14
3064,Lecciones Para Chicas Guapas / Morality for Beautiful Girls (No. 1 Ladies' Detective Agency) (Spanish Edition),"John Butt, Carmen Benjamin",Springer Science & Business Media,2012,24
3065,Catholic Questions Catholic Answers,Father Kenneth Ryan,Franciscan Media,1990,1
3066,Kant: Prolegomena to Any Future Metaphysics,Immanuel Kant,Cambridge University Press,2004,11
3067,Environmental Peacemaking (Woodrow Wilson Center Press),"Ken Conca, Professor of International Relations Ken Conca, Geoffrey D. Dabelko",Woodrow Wilson Center Press,2002,18
3068,Tales From the Coral Court: Photos & Stories from a Lost Route 66 Landmark,Shellee Graham,Virginia Publishing,2000,151
3069,The Presbyterian Doctrine of Children in the Covenant: An Historical Study of the Significance of Infant Baptism in the Presbyterian Church,Lewis Bevens Schenck,P & R Publishing,2003,1
3070,Food and Drink Illustrations CD-ROM and Book (Dover Electronic Clip Art),Dover,Courier Corporation,1997,72
3071,Beginning Russian,Kristine Kershul,Bilingual Books (WA),1988,152
3072,The Verdict: When A State Is Hijacked,Ralph Niemeyer,iUniverse,2003,4
3073,Being and Ambiguity: Philosophical Experiments with Tiantai Buddhism,Brook Ziporyn,Open Court,2015,11
3074,"Microterrors: The Complete Guide to Bacterial, Viral and Fungal Infections that Threaten Our Health",Charles Anthony Hart,"Buffalo, N.Y. ; Richmond Hill, Ont. : Firefly Books",2004,9
3075,The Right Hand of Evil,John Saul,"Random House Digital, Inc.",2000,4
3076,Rereading Sex: Battles Over Sexual Knowledge and Suppression in Nineteenth-Century America,"Helen Lefkowitz Horowitz, University Helen Lefkowitz Horowitz",Knopf,2002,31
3077,"Tea Book, The",Linda Gaylard,Penguin,2015,6
3078,"Memories of Migration: Gender, Ethnicity, and Work in the Lives of Jewish and Italian Women in New York, 1870-1924 (S U N Y Series on Women and Work)",Kathie Friedman-Kasaba,SUNY Press,2012,31
3079,"Eldest (Inheritance, Book 2)",Christopher Paolini,Knopf Books for Young Readers,2007,21
3080,The Brain-Compatible Classroom: Using What We Know about Learning to Improve Teaching,Laura Erlauer,ASCD,2003,3
3081,Journey to a War,"Wystan Hugh Auden, Christopher Isherwood",Faber & Faber,1973,153
3082,The Song of Robin Hood,"Anne Burnett Malcolmson, Grace Castagnetta",Houghton Mifflin Harcourt,1947,21
3083,True Confessions of a Real Mr. Mom,Mark Wertman,iUniverse,2000,40
3084,North American Desert Life Coloring Book (Dover Nature Coloring Book),"Ruth Soffer, Coloring Books",Courier Corporation,1994,19
3085,PRAXIS/CST English As a Second Language (National Teacher Examination Series),Mometrix Media,Mometrix Media Llc,2014,3
3086,The Family: A Novel,Naomi Krupitsky,HarperCollins UK,2021,4
3087,Shadow of a Man: Enter the Psyche of the Vagabond,Steve Dawson,Dog Ear Publishing,2005,31
3088,"Warning!: May Contain Nuts! absolutely the first definitive review of the incompetent, inadvertent and occasionally illegal world of business in the new Millenium.",Barry J. Gibbons,Capstone,2003,5
3089,Marx Versus Markets,Stanley Moore,Penn State Press,2010,30
3090,"American Probate: Protecting the Public, Improving the Process",Paula A. Monopoli,UPNE,2003,60
3091,Adam's Will,William Dalton,BoD – Books on Demand,2022,4
3092,My Life as a Boy: A Woman's Story,Kim Chernin,Algonquin Books,1997,40
3093,Analysis on Fractals (Cambridge Tracts in Mathematics),Jun Kigami,Cambridge University Press,2001,22
3094,"Virtuous Liaisons: Care, Love, Sex, and Virtue Ethics",Raja Halwani,Open Court Publishing,2003,11
